"","Gene.Description","Gene.Accession.Number","index","num_cor","a_num_cor","cat_cor","a_cat_cor","tot_cor"
"5542","T-CELL ANTIGEN CD7 PRECURSOR","M37271_s_at",5542,0.183676233788581,0.183676233788581,0.35557950110938,0.35557950110938,0.539255734897961
"1602","TNF receptor-1 associated protein (TRADD) mRNA; 3' end of cds","L41690_at",1602,0.121303836881434,0.121303836881434,0.417424297981301,0.417424297981301,0.538728134862734
"921","Uncoupling Protein Ucp","HG3492-HT3686_at",921,0.143452334760805,0.143452334760805,0.395088334565978,0.395088334565978,0.538540669326782
"118","Sm-like protein CaSm (CaSm) mRNA","AF000177_at",118,0.280197282872861,0.280197282872861,0.258188415359629,0.258188415359629,0.53838569823249
"565","Ubiquitin-conjugating enzyme","D78514_at",565,0.274324847162041,0.274324847162041,0.263951340476835,0.263951340476835,0.538276187638877
"4333","GB DEF = CAAT-box DNA binding protein subunit B (NF-YB)","X59710_at",4333,0.350719114653405,0.350719114653405,0.187277739573123,0.187277739573123,0.537996854226528
"1510","(clone N5-4) protein p84 mRNA","L36529_at",1510,0.182295180308766,0.182295180308766,0.35557950110938,0.35557950110938,0.537874681418145
"618","Adult heart mRNA for neutral calponin","D83735_at",618,-0.336556553493449,0.336556553493449,-0.201007563051842,0.201007563051842,0.537564116545292
"1046","Mac25","HG987-HT987_at",1046,-0.298735295361305,0.298735295361305,-0.238734547702907,0.238734547702907,0.537469843064212
"5274","Dihydrofolate Reductase; Alt. Splice 6","HG2846-HT2983_at",5274,0.430177758160434,0.430177758160434,-0.107276939951793,0.107276939951793,0.537454698112227
"1304","Mac-2 binding protein mRNA","L13210_at",1304,-0.360300208224805,0.360300208224805,-0.177085699831565,0.177085699831565,0.53738590805637
"5756","Retinoblastoma Protein; Mutated","HG2441-HT2537_s_at",5756,0.317283172138379,0.317283172138379,0.219888619243343,0.219888619243343,0.537171791381722
"4546","T-COMPLEX PROTEIN 1; GAMMA SUBUNIT","X74801_at",4546,0.432058419761485,0.432058419761485,-0.104933364622559,0.104933364622559,0.536991784384044
"1413","(clone Z146) retinal mRNA; 3' end and repeat region","L23852_at",1413,-0.43201337438524,0.43201337438524,0.104933364622559,0.104933364622559,0.5369467390078
"5007","L-3-phosphoserine phosphatase","Y10275_at",5007,0.294230518404119,0.294230518404119,0.242613385738888,0.242613385738888,0.536843904143007
"417","KIAA0091 gene","D42053_at",417,0.324474050785224,0.324474050785224,0.211802102276312,0.211802102276312,0.536276153061536
"700","Cancellous bone osteoblast mRNA for GS3786","D87120_at",700,0.232885671144754,0.232885671144754,0.303307139756846,0.303307139756846,0.536192810901601
"3608","Mad protein homolog (hMAD-3) mRNA","U68019_at",3608,-0.24631917418829,0.24631917418829,-0.289527497673491,0.289527497673491,0.535846671861782
"146","GB DEF = Syntaxin-16C mRNA","AF008937_at",146,-0.316669612119431,0.316669612119431,-0.218929859143062,0.218929859143062,0.535599471262493
"6522","Putative G protein-coupled receptor (AZ3B) mRNA","U28488_s_at",6522,-0.22416682724502,0.22416682724502,-0.310828056783399,0.310828056783399,0.534994884028419
"2060","TISSUE FACTOR PATHWAY INHIBITOR PRECURSOR","M59499_at",2060,-0.262360287429426,0.262360287429426,-0.272355894451961,0.272355894451961,0.534716181881387
"6946","H2B/j gene","Z80781_at",6946,0.286005701791276,0.286005701791276,0.248451997499977,0.248451997499977,0.534457699291253
"2052","RPS4Y Ribosomal protein S4; Y-linked","M58459_at",2052,0.218602978612093,0.218602978612093,0.315524873714827,0.315524873714827,0.53412785232692
"4209","TYRP1 Tyrosinase-related protein 1","X51420_at",4209,-0.46835377299027,0.46835377299027,-0.0657013773321203,0.0657013773321203,0.53405515032239
"782","TXGP1 Tax-transcriptionally activated glycoprotein 1 (34kD)","D90224_at",782,0.315100799991581,0.315100799991581,0.218929859143062,0.218929859143062,0.534030659134643
"6606","TCRB T-cell receptor; beta cluster","X00437_s_at",6606,0.283889700789777,0.283889700789777,0.249675113572944,0.249675113572944,0.533564814362721
"142","MDM2-like p53-binding protein (MDMX) mRNA","AF007111_at",142,0.235812773352707,0.235812773352707,0.297710159692324,0.297710159692324,0.533522933045031
"2375","DHODH Dihydroorotate dehydrogenase","M94065_at",2375,0.297364523902355,0.297364523902355,0.236037779797242,0.236037779797242,0.533402303699597
"3549","Preferentially expressed antigen of melanoma (PRAME) mRNA","U65011_at",3549,-0.27580913252136,0.27580913252136,-0.257563713164464,0.257563713164464,0.533372845685824
"5338","CAMP-RESPONSE ELEMENT BINDING PROTEIN","M27691_at",5338,0.224358244333991,0.224358244333991,0.308796473460965,0.308796473460965,0.533154717794956
"3716","RNaseP protein p38 (RPP38) mRNA","U77664_at",3716,0.278697647529352,0.278697647529352,0.254206556049059,0.254206556049059,0.532904203578411
"2720","Cysteine-rich heart protein (hCRHP) mRNA","U09770_at",2720,0.151284755353418,0.151284755353418,0.381439828462789,0.381439828462789,0.532724583816207
"1719","Diazepam binding inhibitor (DBI) mRNA","M14200_rna1_at",1719,0.275053252418014,0.275053252418014,0.257563713164464,0.257563713164464,0.532616965582478
"2318","RFC2 Replication factor C (activator 1) 2; 40kD subunit","M87338_at",2318,0.349805754264794,0.349805754264794,0.182471702422077,0.182471702422077,0.532277456686871
"5574","CREM CAMP responsive element modulator","D14826_s_at",5574,-0.259900403072463,0.259900403072463,-0.272355894451961,0.272355894451961,0.532256297524424
"4426","DEFA4 Defensin; alpha 4; corticostatin ","X65977_at",4426,-0.274373173959964,0.274373173959964,-0.257563713164464,0.257563713164464,0.531936887124428
"4437","RPL7A Neurotrophic tyrosine kinase; receptor; type 1","X66397_at",4437,0.273644391781739,0.273644391781739,0.257563713164464,0.257563713164464,0.531208104946203
"6735","GB DEF = 75-kD autoantigen (PM-Sc1) mRNA","M58460_at",6735,0.344183727797909,0.344183727797909,0.186870636860463,0.186870636860463,0.531054364658371
"3281","Protein kinase C-binding protein RACK7 mRNA; partial cds","U48251_at",3281,0.383264969671439,0.383264969671439,0.147565627846489,0.147565627846489,0.530830597517928
"3336","Amyloid precursor protein-binding protein 1 mRNA","U50939_at",3336,0.42139759340413,0.42139759340413,0.109414658648296,0.109414658648296,0.530812252052426
"7090","GB DEF = SPR2-1 gene for small proline rich protein (exon 2)","X53065_f_at",7090,-0.205296981997676,0.205296981997676,-0.32543120792755,0.32543120792755,0.530728189925226
"3172","Beta2-syntrophin (SNT B2) mRNA","U40572_at",3172,0.425714220325902,0.425714220325902,0.104933364622559,0.104933364622559,0.530647584948461
"3023","GB DEF = (memc) mRNA; 3'UTR","U30999_at",3023,-0.271757704161299,0.271757704161299,-0.258691081936791,0.258691081936791,0.53044878609809
"2842","NOS1 Nitric oxide synthase 1 (neuronal)","U17327_at",2842,-0.360036511897765,0.360036511897765,-0.170135764023645,0.170135764023645,0.53017227592141
"4101","NUCLEAR TRANSPORT FACTOR 2","X07315_at",4101,0.344694712452807,0.344694712452807,-0.185099622644751,0.185099622644751,0.529794335097558
"6493","Glioma pathogenesis-related protein (GliPR) mRNA","X91911_s_at",6493,-0.148222693491095,0.148222693491095,-0.381448090180886,0.381448090180886,0.529670783671981
"2590","BTK region clone ftp-3 mRNA","U01923_at",2590,0.272171866669457,0.272171866669457,0.257375578525191,0.257375578525191,0.529547445194648
"3240","Phosphatidylinositol (4;5)bisphosphate 5-phosphatase homolog mRNA; partial cds","U45973_at",3240,-0.29558789671159,0.29558789671159,0.233936675532512,0.233936675532512,0.529524572244103
"5778","Putative IL-16 protein precursor; mRNA","M90391_s_at",5778,0.310499799379643,0.310499799379643,0.218929859143062,0.218929859143062,0.529429658522705
"1823","GOT2 Glutamic-oxaloacetic transaminase 2; mitochondrial (aspartate aminotransferase 2)","M22632_at",1823,0.364878226246562,0.364878226246562,0.163901584244073,0.163901584244073,0.528779810490635
"6343","APOH Apolipoprotein H","X53595_s_at",6343,-0.400314540497858,0.400314540497858,-0.127937164663057,0.127937164663057,0.528251705160915
"593","KIAA0187 gene","D80009_at",593,0.258951477980523,0.258951477980523,0.269108172484581,0.269108172484581,0.528059650465104
"6432","Lipid-activated; protein kinase PRK2 mRNA","U33052_s_at",6432,-0.309005383002468,0.309005383002468,-0.218929859143062,0.218929859143062,0.52793524214553
"6966","AVPR1B Arginine vasopressin receptor 1B","L37112_at",6966,-0.270169524633302,0.270169524633302,0.257563713164464,0.257563713164464,0.527733237797766
"7116","PLGL Plasminogen-like protein","M93143_at",7116,0.103700461462093,0.103700461462093,0.424004092912024,0.424004092912024,0.527704554374117
"4715","DNA ligase III","X84740_at",4715,0.312527233396853,0.312527233396853,0.213674894671724,0.213674894671724,0.526202128068577
"1258","INTESTINAL MEMBRANE A4 PROTEIN","L09604_at",1258,-0.383834213604732,0.383834213604732,-0.142329992930728,0.142329992930728,0.52616420653546
"6444","Fatty acid synthase {3' region} [human; breast and HepG2 cells; mRNA Partial; 2237 nt]","S80437_s_at",6444,0.248607700832253,0.248607700832253,0.277416792858826,0.277416792858826,0.526024493691079
"2789","CENPA Centromere protein A (17kD)","U14518_at",2789,0.341960328471526,0.341960328471526,0.183963856529937,0.183963856529937,0.525924185001462
"5418","DNA-dependent protein kinase catalytic subunit (DNA-PKcs) mRNA","U47077_at",5418,0.416383640462707,0.416383640462707,0.109414658648296,0.109414658648296,0.525798299111003
"2575","SREBP-1 mRNA","U00968_at",2575,-0.425491195056241,0.425491195056241,-0.100154482471744,0.100154482471744,0.525645677527985
"5561","Transcription Factor E4tf1; Respiratory; Gamma 2 Subunit; Alt. Splice 4","HG1686-HT4572_s_at",5561,-0.270008295865708,0.270008295865708,-0.255388519117535,0.255388519117535,0.525396814983242
"4308","PSG11 Pregnancy-specific beta-1 glycoprotein 11","X57766_at",4308,-0.0560575331742778,0.0560575331742778,0.469208456855582,0.469208456855582,0.52526599002986
"1850","IFI56 Interferon-induced protein 56","M24594_at",1850,-0.286149839003425,0.286149839003425,-0.238734547702907,0.238734547702907,0.524884386706332
"2819","Ets domain protein ERF mRNA","U15655_at",2819,-0.415340082048487,0.415340082048487,-0.109414658648296,0.109414658648296,0.524754740696783
"3322","EZH1 Enhancer of zeste (Drosophila) homolog 1","U50315_at",3322,-0.41964391782433,0.41964391782433,0.104933364622559,0.104933364622559,0.52457728244689
"1586","IDS Iduronate 2-sulfatase (Hunter syndrome)","L40586_at",1586,-0.414016893550402,0.414016893550402,-0.11046672267376,0.11046672267376,0.524483616224162
"4273","CKS2 CDC28 protein kinase 2","X54942_at",4273,0.312034226640017,0.312034226640017,0.211758065649198,0.211758065649198,0.523792292289215
"3502","Calcium-binding protein chp mRNA","U61538_at",3502,-0.273363435861703,0.273363435861703,-0.249807580168636,0.249807580168636,0.523171016030339
"2287","CD59 CD59 antigen p18-20 (antigen identified by monoclonal antibodies 16.3A5; EJ16; EJ30; EL32 and G344)","M84349_at",2287,-0.30371346376665,0.30371346376665,-0.219094440077497,0.219094440077497,0.522807903844147
"518","KIAA0142 gene","D63476_at",518,0.265223626099997,0.265223626099997,0.257563713164464,0.257563713164464,0.522787339264461
"1782","L-myc gene (L-myc protein) extracted from Human L-myc protein gene","M19720_rna1_at",1782,-0.316897175910196,0.316897175910196,-0.205638082939288,0.205638082939288,0.522535258849484
"5297","GB DEF = Neuropeptide Y receptor Y1 (NPYY1) mRNA; exon 2-3 and complete cds","L07615_at",5297,0.417513362291888,0.417513362291888,0.104933364622559,0.104933364622559,0.522446726914447
"4608","Translin","X78627_at",4608,0.321405574353478,0.321405574353478,0.201007563051842,0.201007563051842,0.52241313740532
"168","PSMA3 Proteasome component C3","D00760_at",168,0.264620882356404,0.264620882356404,0.257563713164464,0.257563713164464,0.522184595520868
"6835","REG1A Regenerating islet-derived 1 alpha (pancreatic stone protein; pancreatic thread protein)","J05412_at",6835,-0.244523129778759,0.244523129778759,-0.277416792858826,0.277416792858826,0.521939922637585
"1418","Rad mRNA","L24564_at",1418,-0.264035293895776,0.264035293895776,-0.257563713164464,0.257563713164464,0.52159900706024
"5028","HTcf-4 gene extracted from H.sapiens mRNA for beta catenin/TCF-4","Y11306_rna1_at",5028,-0.243841546094381,0.243841546094381,-0.277416792858826,0.277416792858826,0.521258338953207
"5629","DNA-DIRECTED RNA POLYMERASE II 23 KD POLYPEPTIDE","D38251_s_at",5629,0.219791123313263,0.219791123313263,0.30086053175256,0.30086053175256,0.520651655065823
"2725","PRSS7 Protease; serine; 7 (enterokinase)","U09860_at",2725,0.341186107510109,0.341186107510109,0.179248212598695,0.179248212598695,0.520434320108805
"5496","GB DEF = ArgBPIB protein","X95677_at",5496,0.22893700746567,0.22893700746567,0.291167340267647,0.291167340267647,0.520104347733316
"844","Dynein; Heavy Chain; Cytoplasmic","HG2417-HT2513_at",844,-0.262317200164535,0.262317200164535,-0.257563713164464,0.257563713164464,0.519880913328999
"1378","ATF3 Activating transcription factor 3","L19871_at",1378,-0.242635210113001,0.242635210113001,-0.277100075556503,0.277100075556503,0.519735285669504
"6107","GB DEF = Gamma-aminobutyric acid transaminase mRNA; partial cds","U80226_s_at",6107,-0.33269323706039,0.33269323706039,0.186870636860463,0.186870636860463,0.519563873920853
"3228","Histamine N-methyltransferase","U44111_at",3228,-0.410092430899996,0.410092430899996,-0.109414658648296,0.109414658648296,0.519507089548292
"20","AFFX-DapX-5_at (endogenous control)","AFFX-DapX-5_at",20,0.368813916045926,0.368813916045926,0.150445155641407,0.150445155641407,0.519259071687332
"5188","GB DEF = Succinyl CoA synthetase","Z68204_at",5188,0.355340384603235,0.355340384603235,0.163901584244073,0.163901584244073,0.519241968847308
"6904","TRY8 gene (trypsinogen E) extracted from Human germline T-cell receptor beta chain TCRBV17S1A1T; TCRBV2S1; TCRBV10S1P; TCRBV29S1P; TCRBV19S1P; TCRBV15S1; TCRBV11S1A1T; HVB relic; TCRBV28S1P; TCRBV34S1; TCRBV14S1; TCRBV3S1; TCRBV4S1A1T; TRY4; TRY5; TRY6; TRY7; TRY8; TCRBD1; TCRBJ1S1; TCRBJ1S2; TCRBJ1S3; TCRBJ1S4; TCRBJ1S5; TCRBJ1S6; TCRBC1; TCRBD2; TCRBJ2S1; TCRBJ2S2; TCRBJ2S3; TCRBJ2S4; TCRBJ2S5; TCRBJ2S6; TCRBJ2S7; TCRBC2; TCRBV20S1A1N2 genes from bases 452324 to 684973 (section 3 of 3)","U66061_cds3_at",6904,-0.348333871899068,0.348333871899068,0.170524676930648,0.170524676930648,0.518858548829716
"649","Enhancer of rudimentary homolog mRNA","D85758_at",649,0.368324399750978,0.368324399750978,-0.150445155641407,0.150445155641407,0.518769555392385
"2083","EPOR Erythropoietin receptor","M60459_at",2083,-0.389370564105117,0.389370564105117,-0.129381869159097,0.129381869159097,0.518752433264214
"2109","C4BPA Complement component 4-binding protein; alpha","M62486_at",2109,-0.275889919298121,0.275889919298121,-0.242636111083437,0.242636111083437,0.518526030381558
"1365","59 protein mRNA; 3' end","L19267_at",1365,0.413244925003705,0.413244925003705,0.104933364622559,0.104933364622559,0.518178289626264
"5428","MSH3 MutS (E. coli) homolog 3","U61981_at",5428,0.208583060429058,0.208583060429058,0.308968285336463,0.308968285336463,0.517551345765521
"4053","CAPN4 Calpain; small polypeptide","X04106_at",4053,-0.412608668444151,0.412608668444151,-0.104933364622559,0.104933364622559,0.517542033066711
"5022","GB DEF = Twist gene","Y10871_at",5022,-0.412436050443995,0.412436050443995,0.104933364622559,0.104933364622559,0.517369415066554
"6571","Signal transducer and activator of transcription Stat5B mRNA","U47686_s_at",6571,0.247176711954733,0.247176711954733,0.270128893217279,0.270128893217279,0.517305605172012
"3076","Proteinase-activated receptor-2 mRNA","U34038_at",3076,-0.366794345043312,0.366794345043312,0.150445155641407,0.150445155641407,0.517239500684719
"2420","Defensin 5 gene","M97925_rna1_at",2420,-0.243840881883549,0.243840881883549,-0.273378174065294,0.273378174065294,0.517219055948843
"2248","PLACENTAL CALCIUM-BINDING PROTEIN","M80563_at",2248,-0.411461719007036,0.411461719007036,-0.104933364622559,0.104933364622559,0.516395083629595
"712","KIAA0252 gene; partial cds","D87440_at",712,0.284092222135828,0.284092222135828,0.231819853808779,0.231819853808779,0.515912075944607
"2422","Folylpolyglutamate synthetase mRNA","M98045_at",2422,0.394397582956404,0.394397582956404,0.121503147132141,0.121503147132141,0.515900730088545
"5339","PTPN1 Tyrosine phosphatase 1","M31724_at",5339,-0.412377276171469,0.412377276171469,-0.103460039888435,0.103460039888435,0.515837316059904
"4636","AUH mRNA","X79888_at",4636,0.217849614170694,0.217849614170694,0.297710159692324,0.297710159692324,0.515559773863018
"5658","DNA for cyclophilin 40","D63861_s_at",5658,0.361455206265804,0.361455206265804,0.153971615278154,0.153971615278154,0.515426821543958
"1691","APOE Apolipoprotein E","M12529_at",1691,-0.146039056683136,0.146039056683136,-0.369274472937998,0.369274472937998,0.515313529621134
"5449","CD20 RECEPTOR","X07203_at",5449,0.211896406207824,0.211896406207824,0.303307139756846,0.303307139756846,0.51520354596467
"1486","Laminin-related protein (LamA3) mRNA","L34155_at",1486,0.364123824808321,0.364123824808321,0.150445155641407,0.150445155641407,0.514568980449727
"1728","FYN FYN oncogene related to SRC; FGR; YES","M14676_at",1728,0.256473235650572,0.256473235650572,0.257563713164464,0.257563713164464,0.514036948815036
"1464","GYPA Glycophorin A","L31860_at",1464,-0.354445869744054,0.354445869744054,-0.159221715740409,0.159221715740409,0.513667585484462
"2419","NASP Nuclear autoantigenic sperm protein (histone-binding)","M97856_at",2419,0.31217905479072,0.31217905479072,0.201007563051842,0.201007563051842,0.513186617842562
"3174","GB DEF = Tyrosyl-tRNA synthetase mRNA","U40714_at",3174,-0.496630379253233,0.496630379253233,0.016372950756695,0.016372950756695,0.513003330009928
"2565","IL10R Interleukin 10 receptor","U00672_at",2565,-0.342326997070901,0.342326997070901,-0.170524676930648,0.170524676930648,0.512851674001548
"5687","SMCY (H-Y) mRNA","U52191_s_at",5687,0.182791283600237,0.182791283600237,0.329463563403733,0.329463563403733,0.51225484700397
"6676","ALAS1 Aminolevulinate; delta-; synthase 1","Y00451_s_at",6676,-0.435369298827624,0.435369298827624,-0.07679425377272,0.07679425377272,0.512163552600344
"4795","Pur alpha extended 3'untranslated region","X91648_at",4795,0.337717510344855,0.337717510344855,0.174386148246219,0.174386148246219,0.512103658591075
"4403","SPLICING FACTOR U2AF 65 KD SUBUNIT","X64044_at",4403,-0.166723422906842,0.166723422906842,-0.344980384104219,0.344980384104219,0.511703807011061
"675","KIAA0222 gene","D86975_at",675,-0.244966125420509,0.244966125420509,-0.266521233681793,0.266521233681793,0.511487359102302
"2530","<beta>-ADD gene extracted from beta -ADD=adducin beta subunit 63 kda isoform/membrane skeleton protein;  beta -ADD=adducin beta subunit 63 kda isoform/membrane skeleton protein {alternatively spliced; exon 10 to 13 region} [human; Genomic; 4499 nt 3 segments]","S81083_cds1_at",2530,-0.402063659380923,0.402063659380923,-0.109414658648296,0.109414658648296,0.511478318029218
"6503","Cysteine protease Mch2 isoform alpha (Mch2) mRNA","U20536_s_at",6503,0.167953102934619,0.167953102934619,0.343485422731874,0.343485422731874,0.511438525666493
"4807","ZNF74 Zinc finger protein 74 (Cos52)","X92715_at",4807,0.247133977480965,0.247133977480965,0.26412410409556,0.26412410409556,0.511258081576525
"3824","GRAVIN","U81607_at",3824,0.173272371781254,0.173272371781254,0.337963184709687,0.337963184709687,0.511235556490941
"2296","KCNA3 Potassium voltage-gated channel; shaker-related subfamily; member 3","M85217_at",2296,0.253629427439843,0.253629427439843,-0.257563713164464,0.257563713164464,0.511193140604307
"5151","mRNA encoding GPI-anchored protein p137","Z48042_at",5151,0.253524459703421,0.253524459703421,0.257563713164464,0.257563713164464,0.511088172867885
"1429","INTEGRIN ALPHA-E PRECURSOR","L25851_at",1429,0.27653973326816,0.27653973326816,0.234252296055922,0.234252296055922,0.510792029324083
"2645","P55CDC mRNA","U05340_at",2645,0.272027225306047,0.272027225306047,0.238734547702907,0.238734547702907,0.510761773008954
"5655","KIAA0139 gene","U58046_s_at",5655,0.288897041456117,0.288897041456117,0.221689108687745,0.221689108687745,0.510586150143862
"112","GB DEF = BAC clone RG331P03; complete sequence","AC002464_at",112,0.405626176905298,0.405626176905298,0.104933364622559,0.104933364622559,0.510559541527857
"2674","NAD(H)-specific isocitrate dehydrogenase alpha subunit precursor mRNA","U07681_at",2674,0.177287864431461,0.177287864431461,0.333081453458864,0.333081453458864,0.510369317890325
"2511","M-PHASE INDUCER PHOSPHATASE 2","S78187_at",2511,0.294518178453412,0.294518178453412,0.215652698814753,0.215652698814753,0.510170877268165
"1317","GB DEF = Liver expressed protein gene; 3' end","L13800_at",1317,0.277710438226605,0.277710438226605,0.232323232323232,0.232323232323232,0.510033670549837
"2076","HLA-DQB1 gene extracted from Human guanine nucleotide-binding regulatory protein (Go-alpha) gene","M60165_cds1_at",2076,-0.203737959780033,0.203737959780033,0.306254197293651,0.306254197293651,0.509992157073685
"198","PTPN11 Protein tyrosine phosphatase; non-receptor type 11","D13540_at",198,-0.283890964005775,0.283890964005775,-0.226060540954274,0.226060540954274,0.509951504960049
"2910","GB DEF = DD96 mRNA","U21049_at",2910,-0.252335203526943,0.252335203526943,-0.257563713164464,0.257563713164464,0.509898916691407
"3844","DNA-binding protein ABP/ZF mRNA","U82613_at",3844,0.40491850004873,0.40491850004873,0.104933364622559,0.104933364622559,0.509851864671289
"3958","Frezzled (fre) mRNA","U91903_at",3958,0.404756623816793,0.404756623816793,0.104933364622559,0.104933364622559,0.509689988439353
"2428","FLI1 Friend leukemia virus integration 1","M98833_at",2428,0.333015559155322,0.333015559155322,0.176488001016182,0.176488001016182,0.509503560171505
"5427","GT334 protein (GT334) gene mRNA","U61500_at",5427,0.252061523943101,0.252061523943101,0.257375578525191,0.257375578525191,0.509437102468292
"2284","Beige-like protein (BGL) mRNA; partial cds","M83822_at",2284,0.229846805094672,0.229846805094672,0.279461279461279,0.279461279461279,0.509308084555951
"707","KIAA0247 gene","D87434_at",707,-0.426591377179433,0.426591377179433,-0.0826093790456135,0.0826093790456135,0.509200756225047
"6501","GB DEF = Squamous cell carcinoma antigen 2 (SCCA2) mRNA","U19557_s_at",6501,-0.316808202989726,0.316808202989726,-0.192284446242237,0.192284446242237,0.509092649231963
"139","Arp2/3 protein complex subunit p41-Arc (ARC41) mRNA","AF006084_at",139,-0.391445830551365,0.391445830551365,-0.117254411780241,0.117254411780241,0.508700242331606
"2257","GRANCALCIN","M81637_at",2257,-0.315642288827082,0.315642288827082,-0.192716175134119,0.192716175134119,0.508358463961201
"4478","Skeletal muscle 165kD protein","X69089_at",4478,0.403048880562035,0.403048880562035,0.104933364622559,0.104933364622559,0.507982245184595
"1521","FK-506 binding protein homologue (FKBP38) mRNA","L37033_at",1521,-0.333237273177503,0.333237273177503,-0.174386148246219,0.174386148246219,0.507623421423723
"5617","DRPLA Dentatorubral-pallidoluysian atrophy","D31840_s_at",5617,-0.249798697445503,0.249798697445503,-0.257563713164464,0.257563713164464,0.507362410609967
"6222","SLC2A4 Solute carrier family 2 (facilitated glucose transporter); member 4","M20747_s_at",6222,-0.336956033573318,0.336956033573318,-0.170278687869628,0.170278687869628,0.507234721442947
"1300","HSPA4 Heat shock 70kD protein 4","L12723_at",1300,0.197741473712518,0.197741473712518,0.309279007927169,0.309279007927169,0.507020481639687
"231","PUTATIVE 60S RIBOSOMAL PROTEIN","D14660_at",231,0.327423008275667,0.327423008275667,0.179248212598695,0.179248212598695,0.506671220874362
"893","Beta-1-Glycoprotein 11; Pregnancy-Specific","HG315-HT315_at",893,-0.24907500488027,0.24907500488027,-0.257563713164464,0.257563713164464,0.506638718044734
"7066","PRSS1 Protease; serine; 1 (trypsin 1)","M22612_f_at",7066,-0.249074447647222,0.249074447647222,-0.257563713164464,0.257563713164464,0.506638160811686
"6381","AGL Amylo-1;6-glucosidase; 4-alpha-glucanotransferase (glycogen debranching enzyme; glycogen storage disease type III)","U84011_s_at",6381,0.274303674742501,0.274303674742501,0.232323232323232,0.232323232323232,0.506626907065733
"4156","GB DEF = CD1 R2 gene for MHC-related antigen","X14975_at",4156,0.230149367222136,0.230149367222136,0.276385399196283,0.276385399196283,0.50653476641842
"805","Protein Phosphatase 1; Alpha Catalytic Subunit","HG1614-HT1614_at",805,0.396997502442098,0.396997502442098,0.109414658648296,0.109414658648296,0.506412161090393
"1287","Protocadherin 43 mRNA; 3' end of cds for alternative splicing PC43-12","L11372_at",1287,-0.248649827290124,0.248649827290124,-0.257563713164464,0.257563713164464,0.506213540454588
"4218","PUTATIVE RECEPTOR PROTEIN","X51804_at",4218,-0.300201066205212,0.300201066205212,-0.205942136262584,0.205942136262584,0.506143202467796
"5664","Suppressor for yeast mutant","Y10807_s_at",5664,0.266300274408406,0.266300274408406,0.239715506653597,0.239715506653597,0.506015781062003
"90","Proteasome subunit p55","AB003103_at",90,0.312329430109811,0.312329430109811,0.1935056393551,0.1935056393551,0.505835069464912
"4983","Not56-like protein","Y09022_at",4983,0.363427765814823,0.363427765814823,0.142329992930728,0.142329992930728,0.505757758745551
"5596","KIAA0007 gene; partial cds","D87716_s_at",5596,0.232259343718884,0.232259343718884,0.273378174065294,0.273378174065294,0.505637517784177
"2594","Guanine nucleotide regulatory protein (NET1) mRNA","U02081_at",2594,-0.313572052916056,0.313572052916056,-0.191752984914845,0.191752984914845,0.505325037830901
"2367","Pancreatic lipase related protein 1 (PLRP1) mRNA","M93283_at",2367,-0.321763435652728,0.321763435652728,-0.183200077879203,0.183200077879203,0.504963513531931
"3182","Deleted in split hand/split foot 1 (DSS1) mRNA","U41515_at",3182,0.317966148194298,0.317966148194298,-0.186870636860463,0.186870636860463,0.504836785054761
"3331","Dynamitin mRNA","U50733_at",3331,0.395377070922518,0.395377070922518,0.109414658648296,0.109414658648296,0.504791729570814
"2639","FUSE binding protein mRNA","U05040_at",2639,0.149127759849127,0.149127759849127,0.35557950110938,0.35557950110938,0.504707260958506
"6216","GB DEF = Calbindin 27 gene; exons 1 and 2; and Alu repeat","M19878_at",6216,-0.351048164698061,0.351048164698061,0.153623096759961,0.153623096759961,0.504671261458022
"1893","CD1B CD1b antigen (thymocyte antigen)","M28826_at",1893,0.22821937783965,0.22821937783965,0.276385399196283,0.276385399196283,0.504604777035933
"3757","Clone 23693 mRNA sequence","U79254_at",3757,0.399199129940921,0.399199129940921,-0.104933364622559,0.104933364622559,0.504132494563481
"4202","NME1 Non-metastatic cells 1; protein (NM23A) expressed in","X17620_at",4202,0.246557354936643,0.246557354936643,0.257563713164464,0.257563713164464,0.504121068101107
"473","DNA for phosphodieaterase 3B","D50640_at",473,0.175369430070379,0.175369430070379,0.328314453266509,0.328314453266509,0.503683883336888
"5996","GFAP Glial fibrillary acidic protein","S40719_s_at",5996,-0.193996867794462,0.193996867794462,0.309279007927169,0.309279007927169,0.503275875721631
"1085","PAI1 Plasminogen activator inhibitor; type I","J03764_at",1085,0.127656583773946,0.127656583773946,0.375602266149853,0.375602266149853,0.503258849923799
"1634","TSC2 Tuberin","L48546_at",1634,0.239025486519891,0.239025486519891,0.26412410409556,0.26412410409556,0.503149590615451
"5262","DMC1 homologue","D64108_at",5262,0.398109236918062,0.398109236918062,0.104933364622559,0.104933364622559,0.503042601540621
"4484","CD47 CD47 antigen (Rh-related antigen; integrin-associated signal transducer)","X69398_at",4484,0.268716475023314,0.268716475023314,0.234252296055922,0.234252296055922,0.502968771079236
"5284","LAMP1 Lysosome-associated membrane protein 1","J04182_at",5284,-0.39728521725623,0.39728521725623,-0.104933364622559,0.104933364622559,0.502218581878789
"1925","TUMOR NECROSIS FACTOR-INDUCIBLE PROTEIN TSG-6 PRECURSOR","M31165_at",1925,-0.258667004493973,0.258667004493973,-0.243498102575754,0.243498102575754,0.502165107069728
